,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3042,Excellent,Germany,Female,29,10,130420.2,2,False,False,106276.55,False
3043,Fair,France,Female,38,1,0.0,1,True,False,45015.38,False
3044,Fair,Spain,Male,29,2,45022.23,1,True,True,173495.77,False
3045,Fair,Germany,Male,27,1,74298.43,1,True,True,52581.96,False
3046,Fair,Germany,Female,31,3,133003.03,1,False,True,146339.27,True
3047,Excellent,Spain,Male,48,7,0.0,2,True,True,182609.97,False
3048,Excellent,Spain,Female,37,1,136689.66,1,True,False,197890.65,False
3049,Fair,France,Male,32,4,0.0,2,True,True,6225.63,False
3050,Excellent,France,Female,44,5,0.0,2,True,True,123977.86,True
3051,Good,France,Male,53,1,102520.37,1,True,True,170195.4,False
3052,Fair,France,Male,35,2,0.0,2,True,True,114190.3,False
3053,Fair,France,Female,34,5,0.0,2,True,False,27022.57,False
3054,Poor,Spain,Male,67,1,88382.01,1,False,True,59457.0,False
3055,Excellent,France,Male,44,4,115049.15,2,True,False,165038.41,False
3056,Good,France,Male,58,1,104796.54,1,True,True,154181.41,False
3057,Good,France,Male,33,1,123082.08,1,True,False,134960.98,False
3058,Good,Spain,Female,58,8,0.0,2,True,True,65708.5,False
3059,Fair,France,Female,33,8,0.0,2,False,False,117374.22,False
3060,Poor,France,Female,43,7,0.0,2,True,True,77703.19,False
3061,Poor,Germany,Male,33,3,88311.48,2,True,True,177651.38,False
3062,Poor,France,Female,40,9,0.0,3,True,True,60954.45,False
3063,Fair,France,Male,32,7,71872.19,1,True,True,151924.9,False
3064,Poor,Spain,Male,35,6,110046.93,2,True,False,26318.73,False
3065,Poor,France,Male,42,8,104430.08,1,True,True,147557.71,False
3066,Poor,France,Female,28,5,0.0,2,True,False,125918.17,False
3067,Excellent,Germany,Male,31,10,138653.51,1,True,False,190803.37,False
3068,Fair,France,Female,31,7,102575.04,1,True,True,11043.54,False
3069,Good,France,Male,43,7,137780.74,2,True,True,119100.05,True
3070,Good,Spain,Male,32,2,0.0,2,True,False,140579.17,False
3071,Excellent,France,Male,32,7,0.0,2,False,True,37731.95,False
3072,Good,France,Female,30,8,105209.54,1,True,False,1852.58,False
3073,Poor,Germany,Female,32,0,109570.21,2,True,True,172049.84,False
3074,Fair,Germany,Female,44,6,118715.86,1,True,False,133591.11,True
3075,Poor,France,Male,35,10,0.0,2,True,True,192751.18,False
3076,Good,Germany,Female,43,2,153393.18,2,True,True,193828.27,False
3077,Poor,Germany,Male,33,6,132603.36,1,True,False,55775.72,False
3078,Poor,Spain,Female,36,6,0.0,2,True,True,102280.29,False
3079,Good,Germany,Female,34,1,129398.01,2,False,False,44965.44,False
3080,Very_Poor,Spain,Male,28,3,0.0,2,True,False,170661.02,False
3081,Good,France,Male,29,2,151352.74,1,False,False,197145.89,False
3082,Very_Poor,France,Female,44,5,136836.49,1,True,False,192359.9,True
3083,Very_Poor,France,Male,40,4,91592.06,1,True,False,141210.18,True
3084,Good,France,Female,30,8,0.0,2,True,False,100557.03,False
3085,Good,France,Female,54,3,0.0,1,True,False,130805.54,True
3086,Good,France,Female,22,8,0.0,2,True,True,92606.98,False
3087,Very_Poor,France,Male,36,2,165536.28,2,True,True,123956.83,False
3088,Poor,Germany,Male,25,5,62482.95,1,True,True,102758.43,False
3089,Good,France,Male,40,8,68155.59,1,True,False,94876.65,False
3090,Good,Spain,Female,43,3,55853.33,2,False,True,94811.85,True
3091,Fair,France,Male,37,2,0.0,2,False,True,67840.81,False
3092,Good,France,Female,31,2,79589.43,1,False,False,4050.57,False
3093,Fair,Spain,Male,41,5,100880.76,1,False,True,134665.25,False
3094,Very_Poor,Germany,Female,25,3,174330.35,2,False,False,181647.13,False
3095,Excellent,France,Male,19,7,143390.51,1,True,False,33282.84,False
3096,Fair,Germany,Male,59,8,91415.76,1,False,False,27965.0,True
3097,Very_Poor,Germany,Male,30,3,134366.42,1,True,False,68343.53,False
3098,Poor,France,Female,24,3,0.0,2,True,True,198161.07,False
3099,Good,Spain,Male,60,8,88786.81,1,True,True,196858.4,False
3100,Excellent,Germany,Male,35,3,96814.46,2,True,True,120511.03,False
3101,Good,Germany,Male,32,9,160680.41,1,True,False,30886.35,False
3102,Fair,France,Female,29,3,0.0,2,True,False,2743.69,False
3103,Fair,France,Female,47,10,0.0,2,True,False,167778.62,False
3104,Poor,Germany,Male,31,5,145537.21,1,True,False,132404.64,False
3105,Good,France,Female,28,4,0.0,2,True,True,144423.17,True
3106,Poor,France,Female,45,6,0.0,2,True,True,181204.5,False
3107,Poor,Spain,Female,30,2,119370.11,1,True,True,182726.22,True
3108,Poor,Spain,Female,28,1,0.0,2,True,True,120880.72,False
3109,Excellent,Germany,Female,47,10,134381.52,1,False,False,26812.89,True
3110,Poor,Germany,Female,74,8,114888.74,2,True,True,66732.63,True
3111,Fair,Germany,Male,42,1,149332.48,2,True,False,100834.22,False
3112,Good,France,Female,40,7,105061.74,3,True,False,107815.31,True
3113,Fair,France,Male,32,7,0.0,2,True,True,34665.79,False
3114,Fair,France,Female,40,10,0.0,1,True,True,147093.84,True
3115,Poor,France,Male,21,4,0.0,1,True,True,36942.35,False
3116,Good,France,Female,39,7,155062.8,1,True,True,16460.77,False
3117,Good,Spain,Male,43,3,88798.34,1,False,False,45610.63,False
3118,Very_Poor,France,Male,33,6,0.0,2,True,False,184954.11,False
3119,Good,Germany,Female,51,5,143139.87,1,False,False,47795.43,True
3120,Poor,Spain,Female,23,7,0.0,2,True,False,196789.9,False
3121,Fair,Germany,Male,27,3,107027.52,1,True,False,173425.68,False
3122,Good,France,Male,29,4,140720.93,1,True,False,36221.18,False
3123,Fair,France,Male,30,8,80964.57,2,True,False,174738.2,False
3124,Good,France,Male,39,6,178585.46,1,True,False,67131.3,True
3125,Good,Spain,Female,26,4,135889.13,1,True,True,165692.03,False
3126,Fair,France,Male,43,7,134919.85,1,True,False,194691.95,False
3127,Good,Germany,Male,33,8,115130.34,1,False,False,129525.5,True
3128,Excellent,Spain,Female,34,6,138190.13,2,False,True,146511.2,False
3129,Fair,Germany,Male,37,9,131519.49,2,True,True,51752.18,False
3130,Excellent,Spain,Female,56,5,0.0,1,True,False,35418.69,True
3131,Fair,Germany,Female,39,3,126935.98,2,False,True,57995.74,False
3132,Fair,France,Male,39,4,133707.09,1,True,True,108152.75,False
3133,Good,France,Female,27,1,97893.2,1,True,False,166144.98,False
3134,Good,France,Male,34,5,127900.03,1,True,False,101737.8,False
3135,Good,France,Male,37,10,143835.47,1,False,True,33326.71,False
3136,Fair,France,Male,44,0,0.0,2,True,True,81140.09,False
3137,Good,France,Male,48,10,0.0,1,True,False,140173.17,True
3138,Good,France,Male,60,2,0.0,1,True,True,166513.49,True
3139,Fair,France,Female,40,3,129596.77,1,True,True,103232.6,False
3140,Fair,Spain,Male,30,4,0.0,2,True,False,120736.04,False
3141,Good,Germany,Female,24,2,110407.44,2,False,False,15832.43,True
3142,Good,France,Female,76,7,0.0,2,False,True,188772.45,False
3143,Fair,Germany,Female,41,8,142015.76,2,True,False,114323.66,False
3144,Fair,Spain,Male,55,1,81370.07,1,False,True,181534.04,False
3145,Very_Poor,Germany,Female,48,2,69329.47,1,False,False,102640.52,True
3146,Poor,France,Female,28,8,116755.5,2,True,True,158585.17,True
3147,Good,Spain,Male,44,6,83870.33,1,True,False,178722.24,False
3148,Fair,France,Female,39,6,130694.89,2,True,True,153955.38,True
3149,Fair,Spain,Female,34,8,117451.47,1,True,False,65374.86,False
3150,Poor,Germany,Female,35,9,206868.78,2,False,True,102986.15,False
3151,Good,France,Female,39,3,111695.62,1,False,False,136643.84,False
3152,Fair,France,Female,40,9,137285.26,4,True,False,77063.63,True
3153,Good,France,Female,29,6,149218.39,1,True,True,9633.01,False
3154,Fair,France,Male,51,7,0.0,2,False,True,43496.36,False
3155,Fair,Spain,Male,32,7,0.0,2,True,True,24267.28,False
3156,Good,Germany,Female,41,8,130701.29,1,True,False,59354.24,True
3157,Poor,Spain,Male,34,5,0.0,2,False,False,28269.86,False
3158,Fair,France,Female,31,3,167949.48,1,True,False,143162.34,False
3159,Excellent,France,Male,23,4,131254.81,1,True,False,20199.3,False
3160,Poor,France,Male,28,5,0.0,2,True,True,48606.92,False
3161,Very_Poor,Spain,Male,34,9,0.0,2,False,True,89013.67,False
3162,Fair,Spain,Male,34,7,86656.13,1,False,True,59890.29,False
3163,Fair,Germany,Female,37,8,114737.26,1,True,True,106655.88,True
3164,Good,France,Female,38,5,0.0,2,True,False,156439.56,False
3165,Fair,France,Female,39,6,0.0,1,True,False,24176.44,False
3166,Poor,Germany,Male,62,4,119817.33,1,False,True,43507.1,True
3167,Fair,France,Female,48,7,130806.99,2,True,True,132005.85,True
3168,Good,France,Female,49,0,0.0,1,True,True,80496.71,True
3169,Good,Spain,Male,40,5,0.0,2,True,False,88947.56,False
3170,Excellent,Germany,Female,35,2,80931.75,1,False,False,12639.67,True
3171,Excellent,France,Female,56,3,0.0,3,True,True,94248.16,True
3172,Good,Germany,Male,32,1,132178.67,1,False,False,11865.76,False
3173,Very_Poor,France,Female,27,3,0.0,2,True,False,141449.86,False
3174,Poor,Spain,Male,43,6,0.0,2,True,True,149457.81,False
3175,Poor,France,Female,35,7,164769.02,3,True,False,119814.25,True
3176,Good,Germany,Male,29,1,107233.85,2,True,False,24924.92,False
3177,Poor,France,Female,27,7,176227.07,2,False,True,139481.53,False
3178,Poor,France,Female,39,4,109949.39,2,True,True,41268.65,False
3179,Poor,France,Female,34,5,0.0,2,True,True,1351.41,False
3180,Good,France,Female,60,10,117738.81,1,True,False,147489.76,True
3181,Poor,Spain,Female,37,9,133292.45,1,True,False,111175.09,False
3182,Good,France,Female,43,1,160474.59,1,True,True,95963.14,False
3183,Fair,France,Male,43,6,0.0,2,True,False,43128.95,False
3184,Good,Germany,Male,55,9,154393.43,1,True,True,137674.96,True
3185,Fair,Germany,Female,45,9,110827.49,1,True,True,153383.54,True
3186,Fair,Germany,Female,36,10,145750.45,2,True,True,96660.76,False
3187,Poor,Spain,Female,45,8,109044.3,1,False,True,115818.16,False
3188,Excellent,France,Female,32,4,75170.54,1,True,True,37898.5,False
3189,Good,France,Female,42,2,0.0,2,True,False,145222.93,False
3190,Poor,France,Female,28,6,105795.9,1,True,True,41219.09,False
3191,Poor,France,Male,32,5,0.0,2,True,False,59249.83,False
3192,Poor,Spain,Male,66,8,0.0,2,True,True,116747.62,False
3193,Fair,France,Female,49,1,0.0,1,True,False,116249.72,True
3194,Good,France,Female,26,3,118097.87,1,True,False,61257.83,False
3195,Good,Germany,Male,29,0,172693.54,1,False,False,141798.98,False
3196,Fair,France,Male,36,4,129440.3,2,True,False,102638.35,False
3197,Poor,Spain,Male,36,4,0.0,2,False,False,13210.56,False
3198,Poor,France,Male,23,1,96471.2,1,True,False,35550.97,False
3199,Poor,France,Female,46,1,0.0,1,True,True,104469.06,True
3200,Fair,Spain,Male,24,4,140197.18,1,True,True,142935.83,False
3201,Good,France,Male,20,6,0.0,2,True,False,195486.28,False
3202,Poor,France,Female,33,4,135946.26,1,True,False,63170.0,False
3203,Good,France,Male,69,3,0.0,2,True,True,58320.06,False
3204,Poor,Germany,Male,50,3,81290.02,3,False,True,177747.03,True
3205,Excellent,France,Female,42,8,0.0,1,True,False,19632.64,True
3206,Poor,Germany,Male,60,9,113715.36,1,True,False,18424.24,True
3207,Good,Spain,Male,56,2,168883.08,1,False,True,18897.78,False
3208,Fair,Germany,Male,36,8,143421.74,1,True,False,97879.02,False
3209,Poor,France,Male,26,7,153644.39,1,True,True,63197.88,False
3210,Fair,Spain,Female,53,1,109330.06,1,True,True,75860.01,False
3211,Good,Germany,Female,27,1,115095.88,2,False,False,78622.46,False
3212,Fair,France,Male,35,10,0.0,1,True,True,23598.23,True
3213,Excellent,Spain,Male,46,1,183276.32,1,True,True,13460.27,False
3214,Poor,France,Male,33,9,68193.72,1,True,False,19998.31,False
3215,Good,France,Female,32,8,0.0,2,False,False,185075.63,False
3216,Poor,Germany,Male,31,6,139729.54,1,False,True,135815.38,False
3217,Poor,Spain,Female,56,4,98365.33,1,True,True,44251.33,False
3218,Good,France,Male,36,10,0.0,2,True,False,136349.55,False
3219,Poor,Germany,Female,37,10,122453.97,2,True,True,52693.99,False
3220,Poor,Germany,Male,30,7,132174.41,2,False,False,93767.03,False
3221,Poor,Spain,Female,24,2,0.0,2,False,True,197866.55,False
3222,Poor,France,Male,30,1,0.0,2,True,False,126812.85,False
3223,Good,Spain,Male,39,2,104349.45,1,False,False,79503.05,False
3224,Fair,Germany,Female,41,2,138881.04,1,True,False,129936.53,True
3225,Excellent,Germany,Female,32,0,116968.91,1,False,False,175094.62,False
3226,Fair,Germany,Male,35,1,105346.03,2,True,True,130379.5,False
3227,Good,France,Male,26,9,136623.19,1,True,False,153228.0,False
3228,Poor,France,Female,29,10,0.0,2,True,True,111285.85,False
3229,Poor,France,Female,66,5,0.0,1,True,False,49553.38,True
3230,Good,France,Female,33,6,0.0,2,True,True,98015.85,False
3231,Fair,France,Male,36,6,124445.52,1,True,False,88481.32,False
3232,Poor,France,Female,34,5,68999.66,2,True,True,66879.27,False
3233,Poor,Spain,Male,36,6,85768.42,1,True,True,24802.77,False
3234,Poor,France,Male,47,1,0.0,1,True,False,21312.16,True
3235,Good,Spain,Male,34,9,100628.0,2,True,True,190263.78,False
3236,Good,Spain,Female,32,0,0.0,1,True,True,72873.33,False
3237,Excellent,Spain,Male,38,7,0.0,2,False,True,57764.65,False
3238,Good,France,Male,54,6,0.0,1,True,False,110273.84,True
3239,Good,Spain,Female,19,6,0.0,2,True,False,55500.17,False
3240,Poor,France,Male,50,0,125647.36,1,True,False,57541.08,True
3241,Fair,Germany,Female,31,8,100375.39,1,True,True,90384.26,False
3242,Very_Poor,France,Female,36,10,0.0,1,False,False,120694.35,False
3243,Excellent,France,Male,24,7,171922.72,1,False,True,178028.96,False
3244,Fair,Germany,Female,32,2,146810.99,2,True,True,180990.29,False
3245,Poor,Germany,Female,45,3,109032.23,1,False,True,155407.21,True
3246,Fair,France,Male,57,6,0.0,1,True,False,33676.48,True
3247,Excellent,Spain,Male,25,7,0.0,1,True,False,89666.28,False
3248,Poor,France,Male,35,5,128653.59,1,True,False,127558.26,False
3249,Good,France,Male,37,3,80387.81,1,False,True,77272.62,False
3250,Fair,France,Male,58,8,0.0,2,False,True,107665.68,True
3251,Excellent,Germany,Male,43,0,108508.82,3,True,False,184044.8,True
3252,Fair,France,Male,31,10,155978.17,1,True,False,91510.71,False
3253,Poor,France,Female,38,5,0.0,1,True,True,87363.56,False
3254,Poor,Germany,Male,50,4,121175.56,1,True,False,117505.07,True
3255,Poor,France,Female,29,4,89349.47,2,False,False,180626.68,False
3256,Good,Spain,Male,38,7,86131.71,2,False,False,93478.96,False
3257,Good,France,Female,58,3,102346.86,1,True,True,114672.64,False
3258,Good,Germany,Female,36,7,121263.62,1,True,True,13387.88,False
3259,Excellent,France,Male,31,2,0.0,2,True,False,173240.52,False
3260,Good,Spain,Female,33,2,0.0,1,False,False,27557.18,True
3261,Fair,France,Male,51,3,0.0,2,True,True,5552.37,False
3262,Poor,Germany,Male,48,6,149726.08,1,False,False,88307.87,True
3263,Very_Poor,France,Male,43,2,0.0,2,True,False,33879.26,True
3264,Good,France,Male,35,5,161274.05,2,True,False,181429.87,False
3265,Very_Poor,France,Female,33,2,0.0,2,True,False,102655.31,False
3266,Poor,Spain,Male,30,1,103138.17,1,True,True,96555.42,False
3267,Good,Germany,Female,40,3,109628.44,1,True,False,189366.03,False
3268,Good,France,Male,54,5,0.0,1,True,False,12847.61,True
3269,Good,Germany,Male,33,7,97286.16,2,True,False,143433.33,False
3270,Excellent,France,Female,33,7,118004.26,1,True,False,183983.82,False
3271,Poor,Spain,Male,32,9,85534.83,1,False,False,169137.24,False
3272,Good,France,Female,59,4,0.0,1,True,True,163365.85,True
3273,Poor,Spain,Female,43,4,95140.44,2,True,False,123181.44,True
3274,Fair,France,Female,31,6,0.0,1,True,True,16447.6,True
3275,Fair,France,Male,25,3,0.0,2,False,True,173948.4,False
3276,Excellent,Germany,Female,54,1,75900.84,1,True,True,192154.66,False
3277,Excellent,France,Female,41,2,126619.27,1,True,False,198224.38,False
3278,Fair,France,Male,44,7,111833.47,1,True,False,67202.74,False
3279,Fair,Spain,Male,37,7,0.0,2,True,False,68789.93,False
3280,Poor,France,Female,57,3,238387.56,1,False,True,147964.99,True
3281,Good,France,Female,32,2,108698.96,2,True,True,161069.73,False
3282,Poor,France,Female,39,2,112687.69,1,True,True,127749.61,False
3283,Fair,Germany,Female,48,4,81556.89,2,True,False,191914.37,False
3284,Excellent,France,Male,48,9,136596.85,1,True,True,185791.9,False
3285,Good,Germany,Female,43,9,98807.45,1,False,False,184570.04,True
3286,Good,France,Female,31,1,0.0,2,False,True,130446.65,False
3287,Good,France,Male,37,1,0.0,2,True,True,82867.55,False
3288,Fair,France,Female,30,6,107499.7,1,True,True,187632.22,False
3289,Good,Spain,Female,23,8,0.0,2,True,False,56759.79,False
3290,Good,France,Female,30,9,0.0,2,True,False,34180.33,False
3291,Good,France,Female,28,8,0.0,2,True,True,158545.25,False
3292,Very_Poor,France,Female,41,1,176024.05,2,True,False,182337.98,False
3293,Good,France,Female,39,3,0.0,2,True,True,84175.34,False
3294,Poor,Germany,Male,39,0,127631.62,1,False,True,22197.8,True
3295,Good,Spain,Female,19,9,0.0,1,True,False,189641.11,False
3296,Poor,Germany,Female,26,10,109819.16,2,True,False,154491.39,False
3297,Poor,Spain,Female,41,2,138734.94,1,True,False,90020.74,False
3298,Poor,Germany,Male,25,10,111363.1,2,True,False,197264.35,False
3299,Excellent,France,Male,34,9,0.0,2,True,True,31933.06,False
3300,Good,Germany,Male,28,0,143988.0,2,True,False,8755.69,True
3301,Fair,France,Male,34,5,118838.75,1,True,True,52820.13,False
3302,Poor,Spain,Male,35,4,161637.75,1,True,True,20008.46,False
3303,Fair,France,Female,44,3,133793.89,1,True,True,34607.14,True
3304,Fair,Germany,Male,35,8,71553.83,1,True,False,177384.45,False
3305,Excellent,France,Female,62,8,0.0,1,True,True,165702.64,False
3306,Fair,France,Female,40,3,0.0,2,True,False,167889.1,False
3307,Poor,France,Female,38,7,0.0,2,True,True,133122.62,False
3308,Excellent,France,Female,62,10,64667.95,2,False,True,140454.14,False
3309,Poor,France,Female,28,2,121164.11,1,True,True,59938.81,False
3310,Poor,Spain,Male,50,3,0.0,2,True,False,12016.79,False
3311,Poor,Spain,Male,72,3,98903.06,1,True,True,81251.24,False
3312,Good,France,Female,31,7,104158.84,1,True,False,134169.85,False
3313,Good,France,Male,54,6,0.0,2,True,True,94888.6,False
3314,Fair,Spain,Female,63,3,139529.93,2,True,True,175696.16,True
3315,Poor,France,Female,25,6,0.0,2,False,True,96758.58,False
3316,Good,France,Male,53,5,64646.7,1,True,False,128019.48,True
3317,Good,France,Male,71,3,0.0,2,True,True,146895.36,True
3318,Fair,France,Female,40,6,0.0,2,True,True,139356.3,False
3319,Very_Poor,France,Male,35,1,118894.22,1,False,False,2923.61,False
3320,Good,France,Male,24,2,0.0,1,False,True,121232.51,False
3321,Good,France,Male,30,9,0.0,2,True,True,2053.42,False
3322,Fair,France,Female,41,8,68213.99,1,True,True,6382.46,False
3323,Very_Poor,Spain,Female,31,1,0.0,2,True,False,158750.13,False
3324,Excellent,Spain,Male,47,8,139196.0,1,False,True,74028.36,False
3325,Poor,France,Female,32,7,0.0,2,True,True,44099.75,False
3326,Fair,Germany,Male,50,4,126345.55,1,False,True,17323.0,True
3327,Excellent,Spain,Male,40,5,0.0,2,True,True,175043.69,False
3328,Poor,France,Female,38,2,0.0,1,True,False,146388.85,True
3329,Excellent,France,Female,43,3,0.0,2,False,False,2465.8,False
3330,Good,France,Male,18,4,0.0,2,True,True,47799.15,False
3331,Excellent,France,Male,34,5,129278.43,1,False,False,165562.84,False
3332,Good,France,Male,31,3,119558.35,1,False,False,72927.68,False
3333,Fair,Germany,Female,41,5,92467.58,1,True,False,38270.47,False
3334,Good,France,Male,27,5,0.0,2,False,False,120893.07,False
3335,Poor,Spain,Female,31,6,0.0,2,True,False,188377.21,False
3336,Good,Spain,Male,36,10,0.0,2,True,False,55902.93,False
3337,Poor,Spain,Male,56,4,99340.83,1,False,False,4523.74,True
3338,Good,Spain,Female,24,3,0.0,2,True,True,102195.16,False
